transaction_id,customer_id,amount,transaction_time,merchant_type,is_fraud,age,gender,income,account_balance,transaction_frequency,customer_segment,atm_id,atm_location,cash_withdrawal_amount,loan_id,loan_amount,credit_score,loan_status,news_headline,sentiment_score,stock_ticker
3845,2794,16460.4,1/3/2025 16:04,Food,0,50,Male,150510,197143.09,54,Medium,45,Hyderabad,28576.98,8845,2170299,459,Paid,Global markets fall due to uncertainty,0.72,SBIN
3846,1972,15736.24,1/3/2025 16:05,Food,0,21,Other,119602,226091.56,58,High Value,38,Bengaluru,19085.62,8846,2365825,374,In Progress,Oil prices surge on global conflict,0.47,RELIANCE
3847,2642,25609.31,1/3/2025 16:06,Medical,0,45,Female,99905,369982.13,62,Low,38,Mumbai,34057.97,8847,42719,648,Paid,Oil prices surge on global conflict,0.23,HDFCBANK
3848,4696,47035.1,1/3/2025 16:07,Medical,0,43,Other,191968,295854.2,80,Low,21,Hyderabad,3548.81,8848,278753,486,Paid,Corporate layoffs rise across tech firms,0.82,RELIANCE
3849,2885,2398.59,1/3/2025 16:08,Online,0,21,Male,107139,480619.94,48,Low,23,Mumbai,24969.7,8849,1762975,638,Default,Tech stocks rally on innovation,-0.11,RELIANCE
3850,3301,17618.03,1/3/2025 16:09,Fuel,0,33,Female,26319,166715.92,7,New,46,Kolkata,38692.69,8850,755758,688,Paid,Tech stocks rally on innovation,-0.49,SBIN
3851,4701,42830.03,1/3/2025 16:10,Medical,0,54,Other,95258,270981.29,45,Medium,5,Delhi,8531.3,8851,1252708,793,Paid,Global markets fall due to uncertainty,0.93,HDFCBANK
3852,3028,19808.76,1/3/2025 16:11,Travel,0,39,Male,118293,406757.6,13,Medium,30,Delhi,20080.31,8852,386898,468,In Progress,Company faces regulatory issues,0.72,TCS
3853,3757,9965.85,1/3/2025 16:12,Bill,0,53,Other,152100,186827.69,53,High Value,40,Bengaluru,17579.31,8853,1975154,352,Paid,Tech stocks rally on innovation,0.82,RELIANCE
3854,4920,21245.46,1/3/2025 16:13,Travel,0,55,Female,126930,232916.95,93,New,18,Hyderabad,16814.95,8854,1309948,556,Paid,Oil prices surge on global conflict,0.84,SBIN
3855,2900,19283.77,1/3/2025 16:14,Food,0,72,Female,125629,342644.79,39,Low,6,Kolkata,32566.27,8855,1988629,871,Paid,Global markets fall due to uncertainty,-0.23,TCS
3856,3610,45771.66,1/3/2025 16:15,Travel,0,52,Female,40940,430441.74,84,New,5,Kolkata,24925.05,8856,1177954,521,Paid,Banking sector sees strong growth,0.72,ICICIBANK
3857,3804,38099.1,1/3/2025 16:16,Retail,0,42,Male,154494,208132.89,93,Medium,42,Mumbai,39886.03,8857,798042,887,In Progress,Tech stocks rally on innovation,0.78,RELIANCE
3858,4986,25260.73,1/3/2025 16:17,Bill,0,25,Other,66651,266209.26,18,High Value,18,Chennai,2986.69,8858,1044286,345,Paid,Market rises amid strong earnings,0.1,WIPRO
3859,2449,49418.64,1/3/2025 16:18,Travel,0,34,Male,189513,487573.58,22,New,13,Bengaluru,22750.07,8859,944500,559,Paid,Rupee weakens against Dollar,0.25,RELIANCE
3860,1546,23269.22,1/3/2025 16:19,Retail,0,35,Other,35688,21713.35,36,Medium,20,Kolkata,798.54,8860,907736,314,Default,Oil prices surge on global conflict,0.15,SBIN
3861,4373,2921.31,1/3/2025 16:20,Online,0,67,Male,192352,224390.24,53,New,38,Hyderabad,11120.9,8861,1798408,311,Paid,Market rises amid strong earnings,-0.97,ICICIBANK
3862,1921,13121.09,1/3/2025 16:21,Travel,0,74,Female,29472,318172.93,72,Medium,21,Kolkata,38791.26,8862,1939906,300,Paid,Oil prices surge on global conflict,0.07,HDFCBANK
3863,1580,21809.16,1/3/2025 16:22,Bill,0,29,Other,95436,4709.52,3,New,4,Delhi,5391.94,8863,394631,376,Paid,Tech stocks rally on innovation,-0.92,HDFCBANK
3864,2372,7853.56,1/3/2025 16:23,Retail,0,74,Other,50671,298594.86,62,Low,13,Bengaluru,5368.41,8864,1446493,841,In Progress,Corporate layoffs rise across tech firms,-0.1,TCS
3865,4903,47378.78,1/3/2025 16:24,Travel,0,74,Other,88299,28571.88,29,New,18,Mumbai,20131.78,8865,43115,349,Paid,Global markets fall due to uncertainty,-0.91,ICICIBANK
3866,2956,38344.78,1/3/2025 16:25,Online,0,50,Male,25960,428850.42,73,New,13,Hyderabad,38869.39,8866,2406270,305,Default,Corporate layoffs rise across tech firms,-0.09,RELIANCE
3867,3003,13421.68,1/3/2025 16:26,Travel,0,40,Female,137652,403639.5,8,Low,13,Delhi,31937.34,8867,2110482,374,Paid,Company faces regulatory issues,-0.39,TCS
3868,3096,29544.32,1/3/2025 16:27,Retail,0,29,Other,139118,16611.44,94,New,39,Kolkata,39109.59,8868,2462023,645,Paid,Tech stocks rally on innovation,0.55,HDFCBANK
3869,3964,36075.24,1/3/2025 16:28,Travel,0,28,Male,148146,24877.61,76,Medium,37,Bengaluru,2572.47,8869,2712275,632,In Progress,Market rises amid strong earnings,-0.04,RELIANCE
3870,4145,47064.53,1/3/2025 16:29,Bill,0,30,Other,49833,376930.16,46,Medium,35,Bengaluru,28229.91,8870,2915808,573,In Progress,Company faces regulatory issues,0.02,SBIN
3871,1703,44082.95,1/3/2025 16:30,Food,0,52,Female,50976,185087.67,92,Medium,38,Hyderabad,22719.3,8871,1298922,809,In Progress,Corporate layoffs rise across tech firms,0.81,HDFCBANK
3872,3308,25764.46,1/3/2025 16:31,Retail,0,44,Other,122549,287725.38,56,Medium,40,Mumbai,44811.46,8872,2918917,567,In Progress,Banking sector sees strong growth,-0.04,TCS
3873,3403,38734.88,1/3/2025 16:32,Retail,0,42,Female,145120,135528.97,49,Medium,27,Delhi,36893.23,8873,1798742,779,Paid,Company faces regulatory issues,-0.69,HDFCBANK
3874,4653,28111.62,1/3/2025 16:33,Retail,0,57,Male,80658,86897.95,43,Low,26,Chennai,21274.62,8874,2976823,607,Paid,Banking sector sees strong growth,-0.77,SBIN
3875,2625,27639.67,1/3/2025 16:34,Retail,0,20,Male,65108,148390.52,10,Low,12,Mumbai,27737.07,8875,1454047,898,Paid,Oil prices surge on global conflict,-0.39,WIPRO
3876,4331,5745.95,1/3/2025 16:35,Travel,0,66,Female,167552,123733.49,13,New,2,Hyderabad,21299.18,8876,658725,521,In Progress,Market rises amid strong earnings,-0.47,WIPRO
3877,1637,6315.62,1/3/2025 16:36,Bill,0,42,Female,65138,224429.57,57,Medium,43,Hyderabad,22113.23,8877,712575,577,In Progress,Banking sector sees strong growth,0.64,HDFCBANK
3878,3790,26481.39,1/3/2025 16:37,Online,0,62,Male,24443,373464.74,2,New,20,Delhi,31740.71,8878,477213,657,Paid,Corporate layoffs rise across tech firms,0.52,WIPRO
3879,4366,13450.39,1/3/2025 16:38,Bill,0,27,Female,84969,277287.64,65,Medium,35,Bengaluru,10905.09,8879,2775936,617,Paid,Rupee weakens against Dollar,-0.88,WIPRO
3880,2009,1061.63,1/3/2025 16:39,Retail,0,34,Female,147062,304784.56,86,New,10,Bengaluru,16725.87,8880,1384948,341,Default,Corporate layoffs rise across tech firms,-0.6,ICICIBANK
3881,3978,36144.73,1/3/2025 16:40,Fuel,0,20,Other,138781,235304.26,97,Low,8,Delhi,14030.03,8881,428120,366,Default,Company faces regulatory issues,-0.1,SBIN
3882,1640,1634,1/3/2025 16:41,Travel,0,62,Male,107198,162704.45,80,Medium,40,Mumbai,40060.04,8882,2787410,491,In Progress,Market rises amid strong earnings,-0.83,TCS
3883,3839,29767.89,1/3/2025 16:42,Fuel,0,39,Male,76336,72182.66,42,Low,46,Delhi,47102.98,8883,474863,442,Paid,Company faces regulatory issues,-0.67,WIPRO
3884,4384,26964.3,1/3/2025 16:43,Travel,0,55,Female,44097,177605.45,58,New,36,Chennai,20773.6,8884,252388,453,Paid,Tech stocks rally on innovation,0.82,RELIANCE
3885,3659,48441.05,1/3/2025 16:44,Retail,1,31,Female,165258,332766.71,93,Low,31,Bengaluru,3947.35,8885,2223461,393,Paid,Company faces regulatory issues,0.08,HDFCBANK
3886,2861,24215.81,1/3/2025 16:45,Travel,0,44,Female,66356,367021.82,10,Low,15,Mumbai,4768.19,8886,2359011,496,Paid,Tech stocks rally on innovation,0.59,HDFCBANK
3887,3856,3189.44,1/3/2025 16:46,Retail,0,59,Male,99744,234856.18,63,Low,42,Kolkata,20039.49,8887,2212673,677,Paid,Tech stocks rally on innovation,-0.34,INFY
3888,2205,27588.88,1/3/2025 16:47,Bill,0,37,Other,103015,322676.14,71,High Value,18,Mumbai,19809.73,8888,828484,682,Paid,Rupee weakens against Dollar,-0.25,TCS
3889,1685,42056.4,1/3/2025 16:48,Medical,0,65,Male,158994,105665.27,61,New,15,Bengaluru,7393.2,8889,918063,833,Paid,Corporate layoffs rise across tech firms,0.72,TCS
3890,2851,49842.5,1/3/2025 16:49,Food,0,35,Other,176838,430103.13,1,New,19,Hyderabad,40375.46,8890,1274457,865,Paid,Banking sector sees strong growth,0.31,RELIANCE
3891,4435,21522.86,1/3/2025 16:50,Travel,0,30,Female,165859,433035.26,26,Medium,24,Mumbai,25056.72,8891,1023088,788,Paid,Corporate layoffs rise across tech firms,0.36,WIPRO
3892,1187,16021.73,1/3/2025 16:51,Retail,0,59,Male,168609,160503.8,5,Medium,35,Mumbai,5542.09,8892,149943,461,Paid,Tech stocks rally on innovation,0.28,ICICIBANK
3893,4640,45333.6,1/3/2025 16:52,Fuel,0,23,Other,90919,274082.26,35,Medium,2,Hyderabad,5026.14,8893,2131724,765,Paid,Banking sector sees strong growth,0.08,RELIANCE
3894,4614,9570.19,1/3/2025 16:53,Retail,0,27,Male,118854,303527.68,13,Low,13,Bengaluru,22353.63,8894,61443,697,Paid,Tech stocks rally on innovation,0.98,SBIN
3895,2619,30775.29,1/3/2025 16:54,Fuel,0,54,Other,68034,236478.8,27,New,45,Kolkata,5930.14,8895,1085472,577,Paid,Oil prices surge on global conflict,0.79,TCS
3896,2687,20291.66,1/3/2025 16:55,Travel,1,46,Other,112431,455615.51,12,Low,9,Kolkata,28103.69,8896,1083809,771,Paid,Rupee weakens against Dollar,0.42,HDFCBANK
3897,1984,2063.71,1/3/2025 16:56,Online,0,23,Male,191614,369988.61,94,New,35,Delhi,19312.28,8897,2533012,440,Paid,Market rises amid strong earnings,0.36,ICICIBANK
3898,1547,17370.95,1/3/2025 16:57,Fuel,1,56,Female,149279,336418.99,50,Low,2,Kolkata,45991.75,8898,2282731,867,Paid,Banking sector sees strong growth,-0.83,ICICIBANK
3899,3772,13268.77,1/3/2025 16:58,Retail,0,28,Male,43234,260286.56,96,Medium,46,Kolkata,21003.61,8899,1641460,546,Paid,Company faces regulatory issues,-0.03,TCS
3900,3973,34307.7,1/3/2025 16:59,Travel,0,65,Female,45568,42881.24,59,Low,16,Mumbai,30760.07,8900,293354,469,Paid,Banking sector sees strong growth,-0.01,TCS
3901,2431,47440.04,1/3/2025 17:00,Retail,0,42,Other,83633,54356.78,31,High Value,46,Delhi,40586.57,8901,569913,518,Paid,Oil prices surge on global conflict,-0.9,RELIANCE
3902,1875,13409.68,1/3/2025 17:01,Online,0,61,Other,132766,149854.93,69,Medium,36,Kolkata,15213.52,8902,1150958,333,Paid,Market rises amid strong earnings,0.51,INFY
3903,1617,40575.18,1/3/2025 17:02,Food,0,61,Male,124582,106155.37,37,High Value,2,Mumbai,25643.24,8903,2881362,584,Paid,Tech stocks rally on innovation,-1,WIPRO
3904,3461,2777.44,1/3/2025 17:03,Medical,0,47,Male,69703,476289.22,2,High Value,16,Delhi,6134.91,8904,759129,709,Default,Market rises amid strong earnings,-0.15,TCS
3905,2365,26910.67,1/3/2025 17:04,Medical,1,72,Female,132634,205201.35,71,Medium,8,Mumbai,21695.19,8905,2259972,706,Paid,Global markets fall due to uncertainty,0.81,TCS
3906,2243,3536.8,1/3/2025 17:05,Online,0,37,Female,198695,438364.42,65,High Value,1,Hyderabad,18853.48,8906,1288583,335,Paid,Market rises amid strong earnings,-0.32,RELIANCE
3907,1902,46702.31,1/3/2025 17:06,Bill,0,54,Male,199526,409130.8,3,High Value,18,Bengaluru,21466.63,8907,1593932,673,In Progress,Market rises amid strong earnings,0.17,TCS
3908,1162,38319.9,1/3/2025 17:07,Travel,0,33,Female,114928,406378.85,20,New,41,Bengaluru,5459.77,8908,102449,564,Paid,Rupee weakens against Dollar,-0.38,SBIN
3909,2974,32900.92,1/3/2025 17:08,Online,0,48,Female,90253,108245.91,2,Low,26,Bengaluru,19980.19,8909,129864,597,Paid,Market rises amid strong earnings,-0.64,WIPRO
3910,4291,41196.58,1/3/2025 17:09,Food,0,46,Male,131170,223937.25,42,High Value,44,Kolkata,43526.31,8910,426993,878,Paid,Company faces regulatory issues,0.46,RELIANCE
3911,1269,32379.51,1/3/2025 17:10,Retail,0,23,Male,31642,159317.02,43,Low,5,Bengaluru,46859.05,8911,748117,306,Paid,Company faces regulatory issues,-0.59,SBIN
3912,1631,48447.53,1/3/2025 17:11,Travel,0,46,Other,94176,485220.3,21,High Value,21,Bengaluru,12162.19,8912,1953130,322,Paid,Rupee weakens against Dollar,-0.86,WIPRO
3913,1905,35700.76,1/3/2025 17:12,Fuel,0,49,Other,97373,438433.78,45,Medium,35,Delhi,15095.01,8913,2288385,715,Paid,Corporate layoffs rise across tech firms,-0.13,TCS
3914,4919,46233.68,1/3/2025 17:13,Online,0,26,Male,23990,125336.87,96,Medium,40,Delhi,576.87,8914,1840096,834,Paid,Market rises amid strong earnings,0.42,HDFCBANK
3915,4471,25861.42,1/3/2025 17:14,Food,0,54,Other,199694,157103.42,20,New,28,Chennai,5867.49,8915,1353203,571,In Progress,Global markets fall due to uncertainty,0.16,WIPRO
3916,4253,5862.05,1/3/2025 17:15,Online,0,70,Female,197735,264690.16,43,Medium,26,Delhi,17321.47,8916,1511579,368,Paid,Global markets fall due to uncertainty,-0.51,WIPRO
3917,3014,26413.6,1/3/2025 17:16,Bill,1,40,Male,19170,139663.59,50,New,32,Kolkata,34286.93,8917,637975,312,Paid,Banking sector sees strong growth,0.64,TCS
3918,2641,6352.37,1/3/2025 17:17,Medical,0,33,Other,170889,412352.72,95,Medium,48,Chennai,14680.99,8918,2942690,565,Paid,Corporate layoffs rise across tech firms,-0.81,INFY
3919,4800,29628.75,1/3/2025 17:18,Medical,0,35,Male,151208,409706.02,43,Low,44,Chennai,3862.32,8919,672920,870,In Progress,Market rises amid strong earnings,0.34,ICICIBANK
3920,1204,24129.83,1/3/2025 17:19,Travel,0,36,Other,147784,362308.05,97,High Value,44,Bengaluru,36570.3,8920,1776651,557,Paid,Banking sector sees strong growth,0.21,RELIANCE
3921,1581,31132.54,1/3/2025 17:20,Retail,0,61,Male,88687,344810.45,24,High Value,21,Kolkata,23391.59,8921,2312787,574,Paid,Rupee weakens against Dollar,0.8,INFY
3922,2579,512.25,1/3/2025 17:21,Food,0,19,Female,198551,273877.1,82,New,4,Kolkata,26007.94,8922,665727,396,Paid,Tech stocks rally on innovation,0.05,SBIN
3923,1840,9750.08,1/3/2025 17:22,Online,0,27,Other,156545,173882.57,84,Medium,42,Kolkata,16368.65,8923,2565904,327,Paid,Global markets fall due to uncertainty,0.64,RELIANCE
3924,2836,24571.61,1/3/2025 17:23,Travel,0,29,Male,138376,418550.76,60,Low,41,Kolkata,30690.91,8924,226489,713,Paid,Corporate layoffs rise across tech firms,-0.57,INFY
3925,2251,47525.67,1/3/2025 17:24,Online,0,63,Female,100031,429486.67,32,Low,36,Kolkata,44549.89,8925,2838815,403,In Progress,Tech stocks rally on innovation,0.09,RELIANCE
3926,2719,19186.62,1/3/2025 17:25,Travel,0,35,Other,36625,25229.98,5,Medium,24,Kolkata,27732.55,8926,2313738,341,Default,Rupee weakens against Dollar,0.07,SBIN
3927,2642,21224.36,1/3/2025 17:26,Medical,1,36,Other,159833,199610.4,2,High Value,33,Chennai,29417.06,8927,938164,590,Paid,Tech stocks rally on innovation,-0.41,RELIANCE
3928,3643,35737.66,1/3/2025 17:27,Bill,0,55,Male,89454,13800.48,26,Medium,5,Bengaluru,18740.77,8928,2720786,820,In Progress,Market rises amid strong earnings,-0.99,SBIN
3929,4921,30193.6,1/3/2025 17:28,Online,1,54,Female,16821,419818.96,25,High Value,3,Delhi,4223.28,8929,555114,338,In Progress,Rupee weakens against Dollar,0.49,ICICIBANK
3930,3297,14953.32,1/3/2025 17:29,Bill,0,44,Male,115120,88958.08,50,Medium,11,Chennai,21484.22,8930,1240185,739,In Progress,Global markets fall due to uncertainty,-0.21,TCS
3931,1874,20546.71,1/3/2025 17:30,Fuel,0,65,Other,194718,337096.45,86,High Value,45,Mumbai,46239.5,8931,1873489,337,Paid,Banking sector sees strong growth,-0.4,RELIANCE
3932,2464,10892.81,1/3/2025 17:31,Fuel,0,31,Male,51200,179009.22,39,New,32,Mumbai,34042.73,8932,1562467,408,Paid,Tech stocks rally on innovation,-0.61,RELIANCE
3933,4604,48301.41,1/3/2025 17:32,Medical,0,62,Male,98889,408124.69,86,Low,22,Mumbai,24561.97,8933,837413,729,Paid,Corporate layoffs rise across tech firms,0.7,SBIN
3934,3243,6540.41,1/3/2025 17:33,Food,0,70,Female,194322,255088.61,75,Medium,11,Hyderabad,31082.08,8934,758572,720,Default,Corporate layoffs rise across tech firms,-0.33,WIPRO
3935,1689,18598.12,1/3/2025 17:34,Bill,0,51,Female,99304,162538.76,11,High Value,38,Delhi,27970.99,8935,1765045,645,Paid,Market rises amid strong earnings,-0.59,ICICIBANK
3936,3010,1301.69,1/3/2025 17:35,Travel,0,19,Other,51447,162273.4,63,High Value,22,Bengaluru,45628.92,8936,1021885,680,Paid,Rupee weakens against Dollar,0.05,SBIN
3937,4590,11096.76,1/3/2025 17:36,Food,0,61,Female,175256,163800.16,68,High Value,4,Kolkata,11270,8937,2326890,803,Paid,Company faces regulatory issues,0.56,SBIN
3938,4141,39025.75,1/3/2025 17:37,Online,0,50,Male,195826,394395.32,97,New,39,Mumbai,44445.45,8938,1079656,871,Paid,Global markets fall due to uncertainty,0.2,RELIANCE
3939,3686,10066.75,1/3/2025 17:38,Online,0,36,Other,162883,355702.24,18,High Value,3,Delhi,34454.7,8939,2218919,873,Paid,Company faces regulatory issues,0.92,RELIANCE
3940,2422,4012.37,1/3/2025 17:39,Travel,0,44,Female,172667,159947.45,95,Low,10,Bengaluru,6474.55,8940,328020,809,Paid,Rupee weakens against Dollar,0.91,HDFCBANK
3941,3001,23727.91,1/3/2025 17:40,Retail,0,65,Male,106568,245358.94,28,New,37,Mumbai,18658.04,8941,988930,842,In Progress,Oil prices surge on global conflict,0.8,HDFCBANK
3942,1671,508.36,1/3/2025 17:41,Retail,0,47,Male,121502,38538.62,42,High Value,19,Delhi,21871.31,8942,2279503,329,Paid,Banking sector sees strong growth,0.13,SBIN
3943,4831,4247.46,1/3/2025 17:42,Online,0,24,Other,119567,413836.38,60,Low,18,Chennai,4238.39,8943,2516035,877,Paid,Corporate layoffs rise across tech firms,0.54,HDFCBANK
3944,4274,40383.22,1/3/2025 17:43,Medical,0,44,Other,32757,133344.43,22,High Value,28,Bengaluru,27754.54,8944,1666477,457,Paid,Banking sector sees strong growth,-0.42,ICICIBANK
3945,2171,38575.95,1/3/2025 17:44,Medical,0,38,Female,122136,444667.96,40,Low,31,Chennai,13042.26,8945,2141188,460,Paid,Corporate layoffs rise across tech firms,0.15,SBIN
3946,2495,45757.79,1/3/2025 17:45,Travel,0,24,Female,158026,298599.95,62,Low,17,Delhi,22960.57,8946,1835774,667,Paid,Rupee weakens against Dollar,-0.87,RELIANCE
3947,4726,42727.23,1/3/2025 17:46,Retail,0,65,Female,184002,284126.17,3,High Value,24,Kolkata,21994.52,8947,1520256,658,Paid,Banking sector sees strong growth,-0.47,ICICIBANK
3948,1943,34161.95,1/3/2025 17:47,Bill,0,42,Female,107342,81778.01,71,Low,1,Delhi,26131.54,8948,2413548,849,Paid,Global markets fall due to uncertainty,-0.35,SBIN
3949,3246,2626.12,1/3/2025 17:48,Online,0,55,Other,103760,35232.91,63,Medium,5,Delhi,42325.74,8949,818459,702,Paid,Tech stocks rally on innovation,-0.28,ICICIBANK
3950,4988,39144.6,1/3/2025 17:49,Fuel,0,35,Male,149883,276531.98,20,High Value,32,Hyderabad,39059.98,8950,2224483,433,Paid,Rupee weakens against Dollar,-0.68,INFY
3951,2449,42277.09,1/3/2025 17:50,Bill,0,50,Male,176440,234260.57,71,Medium,17,Kolkata,43662.77,8951,1254023,890,Paid,Market rises amid strong earnings,-0.83,TCS
3952,4737,39956.12,1/3/2025 17:51,Travel,0,50,Female,178791,60281.68,71,Low,21,Chennai,28660.14,8952,1073284,551,In Progress,Oil prices surge on global conflict,0.16,WIPRO
3953,3539,25428.87,1/3/2025 17:52,Fuel,0,49,Other,154709,417876.07,93,New,41,Delhi,30828.67,8953,675002,505,Paid,Tech stocks rally on innovation,-0.02,INFY
3954,4959,11652.76,1/3/2025 17:53,Bill,0,42,Female,27133,208911.44,26,New,43,Kolkata,21581.27,8954,2097044,447,In Progress,Global markets fall due to uncertainty,0.17,SBIN
3955,1895,42268.05,1/3/2025 17:54,Retail,0,31,Female,61986,130598.67,41,Low,22,Delhi,35889.23,8955,1175245,807,Paid,Oil prices surge on global conflict,-0.74,SBIN
3956,3189,36360.87,1/3/2025 17:55,Medical,0,55,Other,174943,394241.91,3,Medium,39,Kolkata,10324.28,8956,2477505,829,Paid,Company faces regulatory issues,0.9,SBIN
3957,2336,49038.25,1/3/2025 17:56,Retail,0,55,Male,187544,456575.55,43,High Value,39,Bengaluru,23811.66,8957,1847975,490,In Progress,Market rises amid strong earnings,-0.17,TCS
3958,1164,7793.07,1/3/2025 17:57,Fuel,0,21,Male,70508,153328.37,17,New,34,Mumbai,35737.24,8958,2600203,484,Paid,Rupee weakens against Dollar,-0.1,INFY
3959,3361,11290.97,1/3/2025 17:58,Food,0,61,Female,16401,388086.97,84,Medium,14,Hyderabad,38916.16,8959,2407932,705,Paid,Banking sector sees strong growth,0.09,WIPRO
3960,3068,10597.79,1/3/2025 17:59,Medical,0,35,Other,156076,326433.57,98,New,16,Mumbai,12472.69,8960,1719578,516,Paid,Rupee weakens against Dollar,0.38,RELIANCE
3961,2105,39629.06,1/3/2025 18:00,Online,0,27,Male,181373,494869.03,53,New,5,Delhi,9159.28,8961,1402617,387,Paid,Company faces regulatory issues,-0.23,ICICIBANK
3962,4652,9353.5,1/3/2025 18:01,Fuel,0,52,Male,115313,102394.36,52,Low,18,Delhi,14497.85,8962,1531870,732,Paid,Rupee weakens against Dollar,-0.71,INFY
3963,4202,3342.32,1/3/2025 18:02,Travel,0,52,Other,151973,480359.16,33,High Value,4,Bengaluru,46015.76,8963,473622,573,Paid,Corporate layoffs rise across tech firms,0.57,INFY
3964,4670,49928.05,1/3/2025 18:03,Online,0,57,Other,84621,157978.39,80,Medium,44,Delhi,6543.11,8964,1078189,360,Paid,Oil prices surge on global conflict,-0.48,RELIANCE
3965,2753,1250.61,1/3/2025 18:04,Bill,0,71,Male,134673,206271.17,60,Medium,28,Chennai,47659.45,8965,2120251,381,Default,Tech stocks rally on innovation,-0.11,ICICIBANK
3966,4031,41763.85,1/3/2025 18:05,Medical,0,40,Female,194881,179733.49,87,High Value,45,Kolkata,49741.15,8966,2644193,377,In Progress,Market rises amid strong earnings,0.26,TCS
3967,3352,18274.69,1/3/2025 18:06,Travel,0,42,Female,141545,134591.12,68,Medium,27,Chennai,39193.87,8967,2317354,620,Paid,Corporate layoffs rise across tech firms,0.93,INFY
3968,2938,42082.36,1/3/2025 18:07,Travel,0,18,Male,96299,346764.68,56,New,6,Mumbai,38045.09,8968,1036949,851,Paid,Banking sector sees strong growth,-0.93,TCS
3969,1370,27735.48,1/3/2025 18:08,Retail,0,35,Female,73171,294778.09,64,High Value,11,Delhi,47669,8969,790431,835,Paid,Market rises amid strong earnings,0.04,HDFCBANK
3970,2880,45082.55,1/3/2025 18:09,Bill,0,32,Female,25354,153193.13,97,New,47,Bengaluru,14597.71,8970,2377737,565,Paid,Tech stocks rally on innovation,0.87,SBIN
3971,1852,46310.39,1/3/2025 18:10,Retail,0,42,Other,73860,66540.12,8,New,21,Hyderabad,6536.21,8971,318342,338,Paid,Global markets fall due to uncertainty,-0.49,INFY
3972,1383,464.82,1/3/2025 18:11,Retail,0,49,Other,24504,159029.13,69,New,17,Chennai,41172.71,8972,618527,407,Default,Tech stocks rally on innovation,-0.78,ICICIBANK
3973,2931,3779.85,1/3/2025 18:12,Medical,0,70,Other,149595,190925.04,33,High Value,31,Mumbai,8629.41,8973,2815635,880,Paid,Global markets fall due to uncertainty,0.19,HDFCBANK
3974,3492,12525.43,1/3/2025 18:13,Food,0,37,Female,89243,190636.39,25,Medium,34,Bengaluru,2365.95,8974,85450,562,Paid,Banking sector sees strong growth,-0.7,HDFCBANK
3975,1424,33469.08,1/3/2025 18:14,Retail,0,34,Other,143890,178951.14,71,New,13,Bengaluru,9903.43,8975,2064355,695,Paid,Tech stocks rally on innovation,0.76,INFY
3976,3208,44414.73,1/3/2025 18:15,Online,0,74,Other,101703,24836.89,7,High Value,23,Mumbai,21951.54,8976,924543,578,Paid,Tech stocks rally on innovation,0.45,WIPRO
3977,4249,23002.5,1/3/2025 18:16,Travel,0,28,Male,179859,232284.54,59,High Value,1,Bengaluru,24805.6,8977,2220854,828,Default,Rupee weakens against Dollar,-0.76,WIPRO
3978,1628,30352.59,1/3/2025 18:17,Medical,0,30,Other,106407,418185.94,33,Low,4,Hyderabad,3218.83,8978,1073194,633,Paid,Tech stocks rally on innovation,0.15,WIPRO
3979,4779,9433.11,1/3/2025 18:18,Retail,1,42,Male,38982,90592.96,41,Low,30,Hyderabad,22225.38,8979,1944934,526,Paid,Tech stocks rally on innovation,-0.95,INFY
3980,1894,40250.29,1/3/2025 18:19,Fuel,0,37,Female,16049,73255.84,33,Low,31,Delhi,30254.95,8980,2185211,491,Paid,Global markets fall due to uncertainty,0.69,SBIN
3981,3537,48366.73,1/3/2025 18:20,Online,0,42,Other,28381,236189.6,29,Medium,47,Kolkata,46597.14,8981,2032778,620,Paid,Global markets fall due to uncertainty,-0.59,HDFCBANK
3982,4064,13437.26,1/3/2025 18:21,Bill,0,59,Male,63390,185616.2,39,Medium,16,Delhi,11443.25,8982,1495824,641,Paid,Company faces regulatory issues,0.46,WIPRO
3983,3374,24746.35,1/3/2025 18:22,Travel,0,62,Male,27061,280859.68,57,Medium,43,Kolkata,10627.42,8983,2754510,327,Paid,Rupee weakens against Dollar,-0.79,INFY
3984,1597,4314.94,1/3/2025 18:23,Medical,0,66,Male,86241,473563.62,96,Medium,3,Mumbai,19532.31,8984,1746453,613,Paid,Banking sector sees strong growth,-0.06,SBIN
3985,4062,27961.24,1/3/2025 18:24,Fuel,0,48,Female,65296,380562.68,93,New,12,Bengaluru,49184.36,8985,796018,514,Paid,Banking sector sees strong growth,0.86,ICICIBANK
3986,3336,25144.14,1/3/2025 18:25,Medical,0,70,Other,170086,343685.55,64,High Value,12,Delhi,16877.62,8986,1502927,317,Paid,Global markets fall due to uncertainty,-0.85,ICICIBANK
3987,1592,7230.38,1/3/2025 18:26,Medical,0,18,Female,79535,208260.5,86,High Value,11,Bengaluru,2289.01,8987,1001788,409,Paid,Company faces regulatory issues,-0.41,HDFCBANK
3988,2687,22108.89,1/3/2025 18:27,Fuel,0,69,Male,114009,144036.24,66,Low,16,Delhi,13354.18,8988,2643141,792,Paid,Company faces regulatory issues,0.57,INFY
3989,4644,16711.89,1/3/2025 18:28,Bill,0,33,Female,80191,270361.92,9,High Value,29,Delhi,27959.25,8989,72642,875,Default,Tech stocks rally on innovation,-0.07,SBIN
